Title: Decisions

URL Source: https://www.asbca.mil/Decisions/

Markdown Content:
| Decision Date | ASBCA Number | Appellant/Petitioner | Judge |
| --- | --- | --- | --- |
| September |  |  |  |
| April 28, 2005 | Premier Consulting & Management Services | Kienlen |
| April 22, 2005 | Rex Systems, Inc. | Delman |
| April 22, 2005 | Wesleyan Company, Inc. | Freeman |
| April 15, 2005 | Advanced Engineering & Planning Corporation, Inc. | Ting |
| April 14, 2005 | Fru-Con Construction Corporation | Park-Conroy |
| April 13, 2005 | Environmental Chemical Corporation | Dicus |
| April 11, 2005 | Freedom NY, Inc. | James |
| April 11, 2005 | Lear Siegler Services, Inc. | Todd |
| April 11, 2005 | Medlin Construction Group, Ltd. | Van Broekhoven |
| April 7, 2005 | DCX-CHOL Enterprises, Inc. | Younger |
| April 5, 2005 | Systems Integrated | Delman |
| March |  |  |
| March 29, 2005 | KiSKA Construction Corp.-USA and Kajima Engineering and Construction, Inc., A Joint Venture | Delman |
| March 23, 2005 | Donald M. Lake, d/b/a Shady Cove Resort & Marina | Peacock |
| March 18, 2005 | M.A. Mortenson Company | Rome |
| March 10, 2005 | Maron Construction Company, Inc. | Freeman |
| March 8, 2005 | Environmental Safety Consultants, Inc. | Todd |
| March 7, 2005 | Atlas Headwear, Inc. | Peacock |
| February |  |  |
| February 28, 2005 | Billington Contracting, Inc. | Page |
| February 23, 2005 | Southwest Marine, Inc. | Delman |
| February 17, 2005 | Griffin Services, Inc. | Kienlen |
| February 2, 2005 | Petchem, Inc. | Freeman |
| Februrary 2, 2005 | Stephen Kangeter Builders, Inc. | Dicus |
| February 1, 2005 | Bridget Allen | Shackleford |
| January |  |  |
| January 28, 2005 | JWK International Corporation | James |
| January 27, 2005 | Sykes Communications, Inc. | James |
| January 26, 2005 | Speegle Construction, Inc. | Todd |
| January 21, 2005 | Charitable Bingo Associates, Inc. d/b/a Mr. Bingo, Inc. | Younger |
| January 19, 2005 | United Technologies Corporation | Delman |
| January 18, 2005 | AEI Pacific, Inc. | Tunks |
| January 13, 2005 | Gold Tree Technologies, Inc. | Tunks |
| January 12, 2005 | Kearfott Guidance & Navigation Corporation | Younger |
| January 11, 2005 | ECI Construction, Inc. | Park-Conroy |
| January 10, 2005 | Southbridge Associates, LLC | Ting |
| January 10, 2005 | Tilley Constructors & Engineers, Inc. | Freeman |
| January 7, 2005 | M.A. Mortenson Company | Rome |
| January 6, 2005 | Phoenix Management, Inc. | Freeman |
| January 3, 2005 | AST Anlagen-und Sanierungstechnik GmbH | Paul |

| Decision Date | Appellant/Petitioner | Judge |
| --- | --- | --- |
| December |  |  |
| December 29, 2004 | M.A. Mortenson Company | Ting |
| December 22, 2004 | Dan Rice Construction Co., Inc. | James |
| December 20, 2004 | Paranetics Technology, Inc. | Delman |
| December 17, 2004 | Wescorp, Inc. | Park-Conroy |
| December 16, 2004 | TechDyn Systems Corporation | Dicus |
| December 13, 2004 | D.A. Services, Inc. | Gruggel |
| December 3, 2004 | Stephen Kangeter Builders, Inc. | Dicus |
| December 1, 2004 | Clauss Construction | James |
| November |  |  |
| November 19, 2004 | Advanced Engineering & Planning Corporation, Inc. | Ting |
| November 8, 2004 | Northrop Grumman Corporation | Dicus |
| November 3, 2004 | Brooke Enterprises | James |
| November 2, 2004 | M.A. Mortenson Company | Rome |
| November 2, 2004 | Applied Companies | Reed |
| November 1, 2004 | SUFI Network Services, Inc. | James |
| October |  |  |
| October 27, 2004 | JWK International Corporation | James |
| October 22, 2004 | Conner Bros. Construction Company, Inc. | Younger |
| October 14, 2004 | Freedom NY, Inc. | James |
| October 13, 2004 | Government Therapy Services, Inc. | Park-Conroy |
| October 7, 2004 | Schnider's of OKC | Van Broekhoven |
| October 4, 2004 | M.A. Mortenson Company | Ting |
| September |  |  |
| September 27, 2004 | Kearfott Guidance & Navigation Corporation | Younger |
| September 23, 2004 | Guardian Moving and Storage Company, Inc. | Todd |
| September 22, 2004 | All-State Construction, Inc. | Freeman |
| September 9, 2004 | Individual Development Associates, Inc. | Coldren |
| September 7, 2004 | Rex Systems, Inc. | Delman |
| September 1, 2004 | Bath Iron Works Corporation | James |
| September 1, 2004 | Sykes Communications, Inc. | James |
| September 1, 2004 | Hawaii CyberSpace | James |
| August |  |  |
| August 27, 2004 | Griffin Services, Inc. | Kienlen |
| August 24, 2004 | J.E. McAmis, Inc. | Van Broekhoven |
| August 24, 2004 | L&C Europa Contracting Company, Inc. | Peacock |
| August 23, 2004 | Dynamics Research Corporation | Thomas |
| August 19, 2004 | Lockheed Martin NESS-Akron | Delman |
| August 17, 2004 | SUFI Network Services, Inc. | James |
| August 17, 2004 | M.A. Mortenson Company | Rome |
| August 11, 2004 | Pete Vicari General Contractor, Inc. | Reed |
| August 11, 2004 | AST Anlagen-und Sanierungstechnik GmbH | Paul |
| August 10, 2004 | The NTC Group, Inc. | Shackleford |
| August 2, 2004 | Sharp Electronics Corporation | Reed |
| August 2, 2004 | L&C Europa Contracting Company, Inc. | Peacock |
| August 2, 2004 | FFR-Bauelemente + Bausanierung GmbH by Administrator in Bankruptcy | Reed |
| July |  |  |
| July 21, 2004 | All-State Construction, Inc. | Freeman |
| July 20, 2004 | Griffin Services, Inc. | Kienlen |
| July 16, 2004 | Applied Companies, Inc. | Dicus |
| July 15, 2004 | American Service & Supply, Inc. | Thomas |
| July 14, 2004 | White Sands Construction, Inc. | Shackleford |
| July 14, 2004 | Jurass Company | Gruggel |
| July 14, 2004 | PK Contractors, Inc. | Park-Conroy |
| July 13, 2004 | Contel Advanced Systems, Inc. | Harty |
| July 1, 2004 | Pete Vicari General Contractor, Inc. | Reed |
| June |  |  |
| June 30, 2004 | AST Anlagen-und Sanierungstechnik GmbH | Paul |
| June 23, 2004 | Oscar Narvaez Venegas | James |
| June 18, 2004 | National Salvage and Service Corp. | Moed |
| June 16, 2004 | DRC, Inc. | Delman |
| June 8, 2004 | South Carolina Public Service Authority | Reed |
| June 2, 2004 | Maggie's Landscaping, Inc. | Ketchen |
| May |  |  |
| May 24, 2004 | Universal Yacht Services, Inc. | Kienlen |
| May 19, 2004 | Cape Romain Contractors, Inc. | Todd |
| May 17, 2004 | C. Martin Company, Inc. | Delman |
| May 16, 2004 | AEI Pacific, Inc. | Tunks |
| May 14, 2004 | Dual, Inc. | Reed |
| May 14, 2004 | Tulsa Mid-West Construction Company, Inc. | Coldren |
| May 12, 2004 | Analysas Corporation | James |
| May 12, 2004 | Perini Corp. | James |
| May 7, 2004 | Environmental Safety Consultants, Inc. | Todd |
| May 7, 2004 | Wesleyan Company, Inc. | Freeman |
| May 5, 2004 | Jurass Company | Gruggel |
| April |  |  |
| April 29, 2004 | Clauss Construction | James |
| April 27, 2004 | International Technology Corporation | Delman |
| April 27, 2004 | Optical E.T.C., Inc. | Moed |
| April 27, 2004 | L&C Europa Contracting Company, Inc. | Peacock |
| April 22, 2004 | SUFI Network Services, Inc. | James |
| April 22, 2004 | The Swanson Group, Inc. | Todd |
| April 22, 2004 | B.V. Construction, Inc. | Hartman |
| April 16, 2004 | White Sands Construction, Inc. | Shackleford |
| April 7, 2004 | Management Resource Associates, Inc. | Freeman |
| April 7, 2004 | Dan Rice Construction Co., Inc. | James |
| April 6, 2004 | Chem-Care Company, Inc. | Shackleford |
| March |  |  |
| March 30, 2004 | FloorPro, Inc. | Van Broekhoven |
| March 26, 2004 | TPS, Inc. | Freeman |
| March 26, 2004 | MC II Generator & Electric | Page |
| March 23, 2004 | C.H. Hyperbarics, Inc. | Todd |
| March 16, 2004 | Phillips National, Inc. | Ting |
| March 15, 2004 | Propulsion Controls Engineering | Kienlen |
| March 11, 2004 | Todd Pacific Shipyards Corporation | Delman |
| March 10, 2004 | JWK International Corp. | James |
| March 10, 2004 | Bruce E. Zoeller | Coldren |
| March 10, 2004 | Lockheed Martin Corporation, Naval Electronics & Surveillance Systems - Surface Systems | Ting |
| March 4, 2004 | AST Anlagen-Und Sanierungstechnik GmbH | Paul |
| March 2, 2004 | Moore & Cowart Contractors, Inc. | Page |
| February |  |  |
| February 27, 2004 | United Technologies Corporation | Delman |
| February 27, 2004 | PNL Commercial Corporation | Younger |
| February 23, 2004 | Texas Engineering Solutions | Reed |
| February 13, 2004 | Armstead & Associates, Inc. | Moed |
| February 11, 2004 | Rio Construction Corporation | Park-Conroy |
| February 9, 2004 | The Swanson Group, Inc. | Todd |
| February 5, 2004 | Centron Industries, Inc. | Freeman |
| January |  |  |
| January 30, 2004 | Perini Corp. | James |
| January 29, 2004 | Valenzuela Engineering, Inc. | Dicus |
| January 20, 2004 | PK Contractors, Inc. | Park-Conroy |
| January 16, 2004 | C.J. Machine, Inc. | Park-Conroy |
| January 14, 2004 | Eaton Contract Services, Inc. | Page |
| January 7, 2004 | Weststar, Inc. | Delman |

| Decision Date | Appellant/Petitioner | Judge |
| --- | --- | --- |
| December |  |  |
| December 29, 2003 | Nu-Waay Enterprises, Inc. | Schepers |
| December 23, 2003 | United Pacific Insurance Company | Dicus |
| December 23, 2003 | L&C Europa Contracting Company, Inc. | Peacock |
| December 19, 2003 | Management Resource Associates, Inc. | Freeman |
| December 18, 2003 | Magnum, Inc. | Tunks |
| December 18, 2003 | Swiss Reinsurance America Corporation | Tunks |
| December 12, 2003 | Bruce E. Zoeller | Coldren |
| December 11, 2003 | Sigma Tech Enterprises, Inc. | Schepers |
| December 11, 2003 | T&W Edmier Corporation | Freeman |
| December 10, 2003 | AG Engineering, Inc. | Tunks |
| December 9, 2003 | R.J. Lanthier Co., Inc. | Gruggel |
| December 9, 2003 | JCI International, Inc. | Shackleford |
| December 4, 2003 | LA Limited, LA Hizmet Isletmeleri | Todd |
| November |  |  |
| November 28, 2003 | WPC, Inc. | Park-Conroy |
| November 20, 2003 | Bender GmbH | Schepers |
| November 10, 2003 | Oscar Narvaez Venegas | James |
| November 7, 2003 | Olympiareinigung, GmbH | Rome |
| November 5, 2003 | NMS Management, Inc. | Peacock |
| November 5, 2003 | Hawaii CyberSpace | James |
| November 5, 2003 | Range Technology Corporation | Park-Conroy |
| October |  |  |
| October 30, 2003 | PNL Commercial Corporation | Younger |
| October 28, 2003 | Blue Cross and Blue Shield Association | Peacock |
| October 23, 2003 | The Swanson Group, Inc. | Todd |
| October 21, 2003 | Kamp Systems Inc. | Moed |
| October 17, 2003 | Ahmed S. Al-Zhickrulla Est. | Van Broekhoven |
| October 17, 2003 | Raytheon Company | Freeman |
| October 17, 2003 | American Service & Supply, Inc. | Schepers |
| October 15, 2003 | Campbell Plastics Engineering & Mfg. Inc. | Dicus |
| October 15, 2003 | Lockheed Martin Corporation, Naval Electronics & Surveillance Systems - Surface Systems | Ting |
| October 10, 2003 | CACI International, Inc. | Dicus |
| October 7, 2003 | Land O'Frost | Kienlen |
| October 3, 2003 | Slingsby Aviation Limited | Moed |
| September |  |  |
| September 30, 2003 | ITT Avionics Division | Harty |
| September 30, 2003 | Kilgallon Construction Company, Inc. | Dicus |
| September 30, 2003 | Centex Construction Company, Inc. | Shackleford |
| September 10, 2003 | American Renovation & Construction Co. | Tunks |
| September 10, 2003 | Walter Louis Chemicals | Thomas |
| September 9, 2003 | Giuliani Associates, Inc. | James |
| August |  |  |
| August 27, 2003 | G & C Enterprises, Inc. | Dicus |
| August 27, 2003 | Raytheon Company, Inc. | Younger |
| August 14, 2003 | Insulation Specialties, Inc. | Kienlen |
| August 14, 2003 | C & S Services, Inc. | Dicus |
| August 8, 2003 | Singleton Contracting Corporation | Moed |
| August 8, 2003 | NMS Management, Inc. | Peacock |
| August 6, 2003 | Raytheon Company dba Raytheon Systems Company | Freeman |
| July |  |  |
| July 30, 2003 | Safeco Insurance Company of America | Park-Conroy |
| July 23, 2003 | Production Packaging | Williams |
| July 14, 2003 | Dawkins General Contractors & Supply, Inc. | Rome |
| July 11, 2003 | Blueridge General, Inc. | Tunks |
| July 11, 2003 | Lockheed Martin Corporation | James |
| July 9, 2003 | Government Therapy Services, Inc. | Park-Conroy |
| July 1, 2003 | Environmental Safety Consultants, Inc. | Todd |
| July 1, 2003 | Arnold M. Diamond, Inc. | Coldren |
| July 1, 2003 | Arnold M. Diamond, Inc. | Coldren |
| June |  |  |
| June 25, 2003 | Aerometals, Inc. | Dicus |
| June 24, 2003 | Bender GmbH | Schepers |
| June 24, 2003 | American Renovation & Construction Company | James |
| June 23, 2003 | Range Technology Corporation | Park-Conroy |
| June 23, 2003 | Grumman Aerospace Corporation | Delman |
| June 23, 2003 | Bay Gulf Trading Co., Ltd. | Stempler |
| June 23, 2003 | Range Technology Corporation | Park-Conroy |
| June 19, 2003 | M.A. Mortenson Company | James |
| June 18, 2003 | Rig Masters, Inc. | Page |
| June 12, 2003 | Northrop Grumman Corporation | Dicus |
| June 11, 2003 | Northrop Grumman Corporation | Dicus |
| June 11, 2003 | Contel Advanced Systems, Inc. | Harty |
| June 9, 2003 | Lockheed Martin Corporation | Delman |
| June 6, 2003 | Fru-Con Construction Corporation | Park-Conroy |
| June 4, 2003 | Mitch Moshtaghi | Coldren |
| June 4, 2003 | United Pacific Insurance Company | Dicus |
| May |  |  |
| May 28, 2003 | Texas Engineering Solutions | Reed |
| May 28, 2003 | Eaton Contract Services, Inc. | Page |
| May 23, 2003 | Servicios Profesionales de Mantenimiento, S.A. | Younger |
| May 21, 2003 | Centurion Electronics Service | Ting |
| May 21, 2003 | Aeronca, Inc. | Peacock |
| May 19, 2003 | C & S Services, Inc. | Dicus |
| May 19, 2003 | Environmental Safety Consultants, Inc. | Dicus |
| May 12, 2003 | Precision Standard, Inc. | Dicus |
| May 8, 2003 | NSI Technology Services Corp. | James |
| May 2, 2003 | United Partition Systems, Inc. | Rome |
| May 1, 2003 | E.L. Hamm & Associates, Inc. | James |
| May 1, 2003 | Trans Com Systems | James |
| April |  |  |
| April 29, 2003 | Environmental Chemical Corp. | James |
| April 29, 2003 | American Service & Supply, Inc. | Schepers |
| April 25, 2003 | Slingsby Aviation Limited | Moed |
| April 21, 2003 | Callejas & Ross, Inc. | James |
| April 18, 2003 | Dehdari General Trading & Contracting EST. | Coldren |
| April 14, 2003 | Weststar, Inc. | Delman |
| April 7, 2003 | ITT Avionics Division | Harty |
| April 4, 2003 | Environmental Systems, Inc. | Paul |
| April 1, 2003 | E.L. Hamm & Associates, Inc. | James |
| April 1, 2003 | Eaton Contract Services, Inc. | Page |
| April 1, 2003 | Coastal Drilling, Inc. | Stempler |
| March |  |  |
| March 27, 2003 | Cable and Computer Technology, Inc. | Lipman |
| March 26, 2003 | Beta Engineering, Inc. | Ting |
| March 21, 2003 | The Sherman R. Smoot Corp. | James |
| March 18, 2003 | Campbell Plastics Engineering & Mfg. Inc. | Dicus |
| March 17, 2003 | Janice L. Cox d/b/a Occupro Limited | Shackleford |
| March 14, 2003 | Grumman Aerospace Corporation | Delman |
| March 14, 2003 | John. J. Kuqali General Contractor | Coldren |
| March 13, 2003 | Government Business Services Group, LLC | Peacock |
| March 12, 2003 | Costruzioni & Impianti s.r.l. | Coldren |
| February |  |  |
| February 28, 2003 | BAE Systems Information & Electronic Systems Integration, Inc. (formerly Lockheed Martin IR Imaging Systems, Inc., and Loral Infrared and Imaging Systems, Inc.) | Hartman |
| February 27, 2003 | Griffin Services, Inc. | Coldren |
| February 26, 2003 | Motorola, Inc. | James |
| February 26, 2003 | Lawrence Fabricating Co., Inc. | Van Broekhoven |
| February 25, 2003 | The Sherman R. Smoot Corp. | James |
| February 24, 2003 | The Sherman R. Smoot Corp. | James |
| February 24, 2003 | JJM Systems, Inc. | Rome |
| February 21, 2003 | L & M Thomas Concrete Co., Inc. | Freeman |
| February 20, 2003 | Woerner Engineering, Inc. | Todd |
| February 10, 2003 | HGM, Inc. | Delman |
| January |  |  |
| January 31, 2003 | W.B. Meredith II, Inc. | Ting |
| January 31, 2003 | Traction Systems, Inc. | Coldren |
| January 29, 2003 | Southern Automotive Wholesalers, Inc. | Moed |
| January 29, 2003 | Wade Perrow Construction, Inc. | Tunks |
| January 29, 2003 | Contel Advanced Systems, Inc. | Harty |
| January 27, 2003 | DD-M Crane & Rigging | Schepers |
| January 27, 2003 | McDonnell Aircraft Company | Hartman |
| January 23, 2003 | Environmental Systems, Inc. | Paul |
| January 16, 2003 | Cygnus Corporation, Inc. | Dicus |
| January 16, 2003 | Management Resource Associates, Inc. | Freeman |
| January 15, 2003 | AEC Corporation, Inc. | Lipman |
| January 13, 2003 | Randolph and Company, Inc. | Reed |
| January 10, 2003 | RJO Enterprises, Inc. | Paul |
| January 3, 2003 | Intercontinental Manufacturing Co. | Elmore |

| Decision Date | Appellant/Petitioner | Judge |
| --- | --- | --- |
| December |  |  |
| December 30, 2002 | Wilco Construction, Inc. | Van Broekhoven |
| December 23, 2002 | Contel Advanced Systems, Inc. | Harty |
| December 20, 2002 | American Mechanical, Inc. | Todd |
| December 19, 2002 | Concorde, Inc. | Stempler |
| December 18, 2002 | ACEquip Ltd. | Rome |
| December 16, 2002 | International Maintenance Resources, Inc. | Freeman |
| December 10, 2002 | Thai Hai | Rome |
| December 6, 2002 | Consolidated Defense Corporation | Reed |
| December 6, 2002 | Dillingham Construction Pacific Basin, Ltd. | Dicus |
| December 5, 2002 | Centurion Electronics Service | Ting |
| November |  |  |
| November 25, 2002 | Dae Shin Enterprises, Inc., d/b/a Dayron | Gruggel |
| November 21, 2002 | Consolidated Defense Corporation | Reed |
| November 20, 2002 | AEC Corporation, Inc. | Lipman |
